drug1,drug2,label
hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride hydromorphone hydrochloride,"levothyroxine sodium levothyroxine sodium levothyroxine sodium 1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - levothyroxine sodium",1
pioglitazone hydrochloride pioglitazone hydrochloride pioglitazone pioglitazone pioglitazone,"povidone-iodine povidone-iodine povidone-iodine povidone iodine methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol",0
mefenamic acid mefenamic acid mefenamic acid mefenamic acid mefenamic acid,propranolol hydrochloride propranolol hydrochloride propranolol hydrochloride propranolol hydrochloride propranolol hydrochloride,1
sitagliptin and metformin hydrochloride metformin hydrochloride metformin hydrochloride glipizide and metformin hydrochloride metformin hydrochloride,diazepam diazepam diazepam diazepam diazepam oral,1
oxaprozin oxaprozin oxaprozin oxaprozin oxaprozin,irbesartan irbesartan irbesartan irbesartan irbesartan and hydrochlorothiazide,0
fluvastatin fluvastatin sodium fluvastatin fluvastatin sodium fluvastatin sodium,phenytoin sodium phenytoin phenytoin phenytoin phenytoin sodium,1
phenytoin sodium phenytoin phenytoin phenytoin phenytoin sodium,liothyronine sodium liothyronine sodium levothyroxine and liothyronine liothyronine sodium liothyronine sodium,1
buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride,posaconazole posaconazole posaconazole posaconazole posaconazole,0
letrozole letrozole letrozole letrozole letrozole tablets,cyclophosphamide cyclophosphamide cyclophosphamide cyclophosphamide cyclophosphamide,0
erythromycin erythromycin erythromycin ethylsuccinate erythromycin erythromycin,lorazepam lorazepam lorazepam lorazepam lorazepam,0
cimetidine cimetidine cimetidine cimetidine cimetidine,baclofen baclofen injection baclofen baclofen baclofen,0
"moxifloxacin hydrochloride moxifloxacin hydrochloride tablets, 400 mg moxifloxacin ophthalmic solution moxifloxacin hydrochloride moxifloxacin","methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, isopropyl alcohol methylprednisolone methylprednisolone sodium succinate",1
gemfibrozil gemfibrozil gemfibrozil gemfibrozil gemfibrozil,colchicine colchicine colchicine colchicine colchicine,1
nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hcl nortriptyline hcl,itraconazole itraconazole itraconazole itraconazole itraconazole,0
valproate sodium valproate sodium valproate sodium valproate sodium valproate sodium,"clobetasol propionate ointment usp, 0.05% clobetasol propionate clobetasol propionate clobetasol propionate ointment, 0.05% clobetasol propionate ointment usp, 0.05%",0
bempedoic acid and ezetimibe bempedoic acid,"testosterone testosterone cypionate petroselinum sativum, populus tremuloides, sabal serrulata, chimaphila umbellata, adenosinum triphosphoricum dinatrum, equol, kreosotum, nadidum, testosterone, prostate (suis), succinicum acidum, hepar sulphuris calcareum, conium maculatum, proteus (mirabilis), proteus (vulgaris) testosterone aconiticum acidum, cis-, apis venenum purum, aquilegia vulgaris, bovista, cypripedium pubescens, estradiol, faecalis (alkaligenes), folliculinum, funiculus umbilicalis suis, glandula suprarenalis suis, heart (suis), hydrastis canadensis, hypophysis suis, kreosotum, lachesis mutus, lilium tigrinum, magnesia phosphorica, mercurius solubilis, mutabile bacillus (bach), oophorinum (suis), petroselinum sativum, pineal gland (suis), placenta totalis suis, progesterone, sepia, testosterone, uterus (suis)",1
cephalexin cephalexin cephalexin cephalexin cephalexin,cimetidine cimetidine cimetidine cimetidine cimetidine,0
tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride tramadol hydrochloride,hydroxyzine pamoate hydroxyzine pamoate hydroxyzine pamoate hydroxyzine hydrochloride hydroxyzine hydrochloride,1
nadolol nadolol nadolol nadolol nadolol,amiloride hydrochloride amiloride hydrochloride amiloride - apis mellifera - berberis vulgaris fruit - hieracium pilosella flowering top - hydrochlorothiazide - solidago virgaurea flowering top - spironolactone - sus scrofa pituitary gland - amiloride hydrochloride and hydrochlorothiazide amiloride hydrochloride,0
methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride,loperamide hcl loperamide hydrochloride and simethicone loperamide hydrochloride loperamide hydrochloride loperamide hydrochloride,1
tamoxifen citrate tamoxifen citrate tamoxifen citrate tamoxifen citrate tamoxifen citrate,sodium iodide i 123 sodium iodide i 123,0
sulfasalazine sulfasalazine sulfasalazine sulfasalazine sulfasalazine,paroxetine paroxetine paroxetine hydrochloride paroxetine hydrochloride paroxetine,0
terazosin hydrochloride terazosin hydrochloride terazosin terazosin hydrochloride terazosin,valacyclovir hydrochloride valacyclovir hydrochloride valacyclovir valacyclovir valacyclovir,1
methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride,verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride,1
oseltamivir phosphate oseltamivir phosphate oseltamivir phosphate oseltamivir phosphate oseltamivir,abiraterone acetate abiraterone acetate abiraterone acetate abiraterone acetate abiraterone acetate,0
prazosin hydrochloride prazosin hydrochloride prazosin hcl prazosin hydrochloride prazosin hydrochloride,tiotropium bromide and olodaterol olodaterol respimat inhalation spray,1
ramipril ramipril ramipril ramipril ramipril,ipratropium bromide ipratropium bromide and albuterol sulfate ipratropium bromide ipratropium bromide ipratropium bromide and albuterol sulfate,0
lorazepam lorazepam lorazepam lorazepam lorazepam,"levothyroxine sodium levothyroxine sodium levothyroxine sodium 1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - levothyroxine sodium",0
fluoxetine hydrochloride fluoxetine hydrochloride fluoxetine hcl fluoxetine fluoxetine hydrochloride,"hydrocortisone ps-2896 hydrocortisone cream 1%, 0.9g hydrocortisone acetate hydrocortisone hydrocortisone",1
perindopril erbumine,"1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - betaine - bufo bufo cutaneous gland - calcium carbonate - chromic sulfate - cicuta virosa root - copper - folic acid - gold - cobalamin - iron - lachesis muta venom - melatonin - molybdenum - neurotrophin-3 - neurotrophin-4 - oxytocin - silicon dioxide - sus scrofa frontal lobe - sus scrofa temporal lobe - thyrotropin alfa - ubidecarenone - vanadium - zinc - brain-derived neurotrophic factor human - thyrotropin alfa",1
daptomycin daptomycin daptomycin daptomycin daptomycin,"umeclidinium bromide and vilanterol trifenatate umeclidinium bromide and vilanterol trifenatate fluticasone furoate, umeclidinium bromide and vilanterol trifenatate umeclidinium",0
bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride,aripiprazole aripiprazole oral aripiprazole aripiprazole aripiprazole,0
sulindac sulindac sulindac sulindac sulindac,methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride,1
amiloride hydrochloride amiloride hydrochloride amiloride - apis mellifera - berberis vulgaris fruit - hieracium pilosella flowering top - hydrochlorothiazide - solidago virgaurea flowering top - spironolactone - sus scrofa pituitary gland - amiloride hydrochloride and hydrochlorothiazide amiloride hydrochloride,valacyclovir hydrochloride valacyclovir hydrochloride valacyclovir valacyclovir valacyclovir,1
aminophylline aminophylline aminophylline aminophylline aminophylline,"aconitum napellus, argentum nitricum, arnica montana, arsenicum album, astragalus membranaceus, baptisia tinctoria, bryonia (alba), calendula officinalis, cortisone aceticum, echinacea (angustifolia), eupatorium perfoliatum, euphorbium officinarum, gelsemium sempervirens, hepar sulphuris calcareum, influenzinum (2023-2024), lachesis mutus, mercurius corrosivus, phosphorus, phytolacca decandra, pulsatilla (pratensis), pyrogenium, rhus tox, sanguinaria canadensis, spleen (suis), sulphur, thuja occidentalis, arnica montana, belladonna, cortisone aceticum, hypericum perforatum, symphytum officinale acetaldehyde, dopamine hydrochloride, dhea (dehydroepiandrosterone), 7-oxo- dehydroepiandrosterone 3-acetate, folliculinum, oophorinum (suis), cholesterinum, progesterone, testosterone, cortisone aceticum, aldosterone, androsterone, follicle stimulating hormone sarcolacticum acidum, viscum album, iodium, fucus vesiculosus, galium aparine, natrum oxalaceticum, thyroidinum (suis), dhea (dehydroepiandrosterone), phenyl isothiocyanate, tyramine, adenosinum triphosphoricum dinatrum, alpha-ketoglutaricum acidum, fumaricum acidum, malicum acid, colchicum autumnale, conium maculatum, funiculus umbilicalis suis, hepar suis, medulla ossis suis, pineal gland (suis), spleen (suis), thymus (suis), calcarea fluorica, pulsatilla (pratensis), spongia tosta, cortisone aceticum, caltha palustris, clematis erecta, galium aparine, hedera helix, juniperus communis, sedum acre, sempervivum tectorum, thuja occidentalis, urtica urens, echinacea (angustifolia), argentum metallicum, calcarea fluorica, nitricum acidum, phosphorus, cortisone aceticum, aurum metallicum, apis mellifica, ononis spinosa, gaertner bacillus (bach)",1
sirolimus sirolimus sirolimus sirolimus sirolimus,colchicine colchicine colchicine colchicine colchicine,0
indomethacin indomethacin indomethacin indomethacin indomethacin,tiotropium bromide and olodaterol olodaterol respimat inhalation spray,0
verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride,clobazam clobazam clobazam clobazam clobazam,0
diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride,nebivolol nebivolol nebivolol nebivolol nebivolol,1
dalteparin sodium,ipratropium bromide ipratropium bromide and albuterol sulfate ipratropium bromide ipratropium bromide ipratropium bromide and albuterol sulfate,0
fluocinolone acetonide fluocinolone acetonide fluocinolone acetonide neomycin sulfate and fluocinolone acetonide fluocinolone acetonide,"1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - betaine - bufo bufo cutaneous gland - calcium carbonate - chromic sulfate - cicuta virosa root - copper - folic acid - gold - cobalamin - iron - lachesis muta venom - melatonin - molybdenum - neurotrophin-3 - neurotrophin-4 - oxytocin - silicon dioxide - sus scrofa frontal lobe - sus scrofa temporal lobe - thyrotropin alfa - ubidecarenone - vanadium - zinc - brain-derived neurotrophic factor human - thyrotropin alfa",1
pioglitazone hydrochloride pioglitazone hydrochloride pioglitazone pioglitazone pioglitazone,"aconitum napellus, argentum nitricum, arnica montana, arsenicum album, astragalus membranaceus, baptisia tinctoria, bryonia (alba), calendula officinalis, cortisone aceticum, echinacea (angustifolia), eupatorium perfoliatum, euphorbium officinarum, gelsemium sempervirens, hepar sulphuris calcareum, influenzinum (2023-2024), lachesis mutus, mercurius corrosivus, phosphorus, phytolacca decandra, pulsatilla (pratensis), pyrogenium, rhus tox, sanguinaria canadensis, spleen (suis), sulphur, thuja occidentalis, arnica montana, belladonna, cortisone aceticum, hypericum perforatum, symphytum officinale acetaldehyde, dopamine hydrochloride, dhea (dehydroepiandrosterone), 7-oxo- dehydroepiandrosterone 3-acetate, folliculinum, oophorinum (suis), cholesterinum, progesterone, testosterone, cortisone aceticum, aldosterone, androsterone, follicle stimulating hormone sarcolacticum acidum, viscum album, iodium, fucus vesiculosus, galium aparine, natrum oxalaceticum, thyroidinum (suis), dhea (dehydroepiandrosterone), phenyl isothiocyanate, tyramine, adenosinum triphosphoricum dinatrum, alpha-ketoglutaricum acidum, fumaricum acidum, malicum acid, colchicum autumnale, conium maculatum, funiculus umbilicalis suis, hepar suis, medulla ossis suis, pineal gland (suis), spleen (suis), thymus (suis), calcarea fluorica, pulsatilla (pratensis), spongia tosta, cortisone aceticum, caltha palustris, clematis erecta, galium aparine, hedera helix, juniperus communis, sedum acre, sempervivum tectorum, thuja occidentalis, urtica urens, echinacea (angustifolia), argentum metallicum, calcarea fluorica, nitricum acidum, phosphorus, cortisone aceticum, aurum metallicum, apis mellifica, ononis spinosa, gaertner bacillus (bach)",1
